"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
693	"GVMAG-S-ERX555961-36"	"GVMAG"	"SC10"	"Aureococcusviruses"	32.38	420987	93	78020	110224	10	"Marine"	"medium"	"low"	"medium"	"Other"
2288	"GVMAG-S-ERX555961-69"	"GVMAG"	"SC3"	"MGVL28"	31.04	71009	91	8323	10197	10	"Marine"	"medium"	"low"	"low"	"Other"
1762	"GVMAG-S-ERX555961-93"	"GVMAG"	"SC3"	"Raphidoviruses"	39.84	224852	91	26409	42993	14	"Marine"	"high"	"low"	"high"	"Other"
745	"GVMAG-S-ERX555964-61"	"GVMAG"	"SC9"	"MGVL57"	29.08	413035	93	74688	141443	10	"Marine"	"high"	"medium"	"medium"	"Other"
580	"GVMAG-S-ERX555965-48"	"GVMAG"	"SC9"	"MGVL38"	24.37	445952	92	80698	94134	16	"Marine"	"high"	"low"	"high"	"Other"
984	"GVMAG-S-ERX555965-54"	"GVMAG"	"SC9"	"MGVL38"	23.99	362095	89	21543	45269	23	"Marine"	"high"	"low"	"high"	"Other"
1220	"GVMAG-S-ERX555965-56"	"GVMAG"	"SC9"	"OLPV"	31.42	319964	91	13805	35690	27	"Marine"	"high"	"low"	"high"	"Other"
742	"GVMAG-S-ERX555967-113"	"GVMAG"	"SC9"	"OLPV"	38.69	413332	93	35158	54234	17	"Marine"	"high"	"low"	"high"	"Other"
1199	"GVMAG-S-ERX555967-120"	"GVMAG"	"SC10"	"MGVL66"	27.52	323208	93	15002	64227	23	"Marine"	"medium"	"medium"	"medium"	"Other"
1129	"GVMAG-S-ERX555967-130"	"GVMAG"	"SC10"	"MGVL66"	36.62	335816	93	285820	285820	3	"Marine"	"high"	"low"	"high"	"Other"
1208	"GVMAG-S-ERX555967-131"	"GVMAG"	"SC3"	"MGVL28"	27.49	322116	92	78073	102206	7	"Marine"	"high"	"low"	"high"	"Other"
1707	"GVMAG-S-ERX555967-140"	"GVMAG"	"SC10"	"MGVL66"	37.42	235013	93	15552	43721	17	"Marine"	"high"	"low"	"high"	"Other"
2293	"GVMAG-S-ERX555967-166"	"GVMAG"	"SC10"	"MGVL67"	31.45	58528	87	7360	17058	7	"Marine"	"low"	"medium"	"low"	"Other"
164	"GVMAG-S-ERX555967-67"	"GVMAG"	"SC9"	"MGVL42"	26.8	673120	92	44954	69697	26	"Marine"	"high"	"medium"	"medium"	"Other"
483	"GVMAG-S-ERX555967-69"	"GVMAG"	"SC9"	"MGVL40"	28.31	468890	92	15742	56680	34	"Marine"	"high"	"medium"	"medium"	"Other"
254	"GVMAG-S-ERX555967-93"	"GVMAG"	"SC6"	"Faunusviruses"	21.04	560189	94	22508	94962	29	"Marine"	"high"	"low"	"high"	"Other"
546	"GVMAG-S-ERX555970-12"	"GVMAG"	"SC10"	"Aureococcusviruses"	26.81	455418	90	8035	25044	55	"Marine"	"high"	"medium"	"low"	"Other"
1767	"GVMAG-S-ERX555975-30"	"GVMAG"	"SC3"	"MGVL25"	40.6	224190	91	10608	32020	20	"Marine"	"medium"	"low"	"medium"	"Other"
1730	"GVMAG-S-ERX555976-100"	"GVMAG"	"SC3"	"Prasinoviruses"	35.18	231435	92	8430	18036	28	"Marine"	"medium"	"medium"	"medium"	"Other"
2190	"GVMAG-S-ERX555976-44"	"GVMAG"	"SC9"	"MGVL42"	28.16	149637	90	8539	13937	17	"Marine"	"medium"	"high"	"low"	"Other"
2232	"GVMAG-S-ERX555987-27"	"GVMAG"	"SC10"	"Aureococcusviruses"	28.84	137954	89	6599	13445	20	"Marine"	"low"	"low"	"low"	"Other"
1589	"GVMAG-S-ERX555987-49"	"GVMAG"	"SC10"	"Aureococcusviruses"	32.75	254908	91	34999	80266	9	"Marine"	"medium"	"low"	"medium"	"Other"
123	"GVMAG-S-ERX555997-21"	"GVMAG"	"SC10"	"MGVL62"	21.9	803631	89	15082	57238	60	"Marine"	"high"	"high"	"low"	"Other"
752	"GVMAG-S-ERX555997-40"	"GVMAG"	"SC9"	"MGVL42"	27.3	410004	91	37565	88610	19	"Marine"	"high"	"low"	"high"	"Other"
1162	"GVMAG-S-ERX555997-44"	"GVMAG"	"SC9"	"MGVL42"	24.79	329376	94	52554	74171	12	"Marine"	"high"	"low"	"high"	"Other"
1287	"GVMAG-S-ERX555997-49"	"GVMAG"	"SC9"	"MGVL42"	29.18	307916	91	44020	73327	9	"Marine"	"medium"	"low"	"medium"	"Other"
1266	"GVMAG-S-ERX555999-24"	"GVMAG"	"SC9"	"MGVL57"	33.06	310559	92	13019	26668	28	"Marine"	"high"	"low"	"medium"	"Other"
2259	"GVMAG-S-ERX556000-70"	"GVMAG"	"SC1"	"MGVL1"	36.82	115885	92	12436	21348	12	"Marine"	"medium"	"low"	"medium"	"Other"
1662	"GVMAG-S-ERX556003-78"	"GVMAG"	"SC3"	"Prasinoviruses"	40.3	241071	93	62261	68711	10	"Marine"	"high"	"medium"	"medium"	"Other"
2290	"GVMAG-S-ERX556003-79"	"GVMAG"	"SC9"	"MGVL42"	31.91	67298	85	5722	9242	11	"Marine"	"low"	"low"	"low"	"Other"
1444	"GVMAG-S-ERX556004-9"	"GVMAG"	"SC10"	"MGVL62"	20.66	281180	86	10725	37396	28	"Marine"	"high"	"low"	"high"	"Other"
1781	"GVMAG-S-ERX556005-85"	"GVMAG"	"SC3"	"Prasinoviruses"	41.09	222503	93	40556	84170	11	"Marine"	"high"	"low"	"high"	"Other"
1371	"GVMAG-S-ERX556009-51"	"GVMAG"	"SC9"	"MGVL45"	26.35	293152	93	38081	68903	14	"Marine"	"medium"	"low"	"medium"	"Other"
2186	"GVMAG-S-ERX556009-55"	"GVMAG"	"SC9"	"MGVL40"	32.48	150341	84	6922	11973	22	"Marine"	"medium"	"low"	"low"	"Other"
2277	"GVMAG-S-ERX556017-116"	"GVMAG"	"SC2"	"MGVL23"	37.42	92674	91	5832	13169	14	"Marine"	"medium"	"low"	"low"	"Other"
769	"GVMAG-S-ERX556017-20"	"GVMAG"	"SC10"	"Aureococcusviruses"	29.64	407084	91	21991	50598	28	"Marine"	"medium"	"medium"	"medium"	"Other"
1349	"GVMAG-S-ERX556017-93"	"GVMAG"	"SC3"	"MGVL28"	36.22	296476	86	17191	35565	24	"Marine"	"medium"	"low"	"medium"	"Other"
2231	"GVMAG-S-ERX556019-101"	"GVMAG"	"SC10"	"MGVL66"	36.76	138288	93	7452	16560	16	"Marine"	"medium"	"low"	"medium"	"Other"
766	"GVMAG-S-ERX556019-29"	"GVMAG"	"SC9"	"MGVL41"	26.78	407321	91	9219	36310	45	"Marine"	"high"	"medium"	"medium"	"Other"
756	"GVMAG-S-ERX556019-34"	"GVMAG"	"SC9"	"MGVL38"	23.14	409459	92	17482	35212	27	"Marine"	"high"	"low"	"high"	"Other"
355	"GVMAG-S-ERX556019-53"	"GVMAG"	"SC9"	"MGVL57"	34.01	512590	91	28073	69947	22	"Marine"	"high"	"low"	"high"	"Other"
719	"GVMAG-S-ERX556019-57"	"GVMAG"	"SC9"	"MGVL57"	27.04	416188	93	29294	45359	20	"Marine"	"high"	"medium"	"medium"	"Other"
439	"GVMAG-S-ERX556022-25"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	24.58	481302	91	55579	106292	12	"Marine"	"high"	"low"	"high"	"Other"
487	"GVMAG-S-ERX556028-72"	"GVMAG"	"SC9"	"MGVL47"	28.2	466758	92	39310	140407	12	"Marine"	"high"	"low"	"high"	"Other"
1906	"GVMAG-S-ERX556028-76"	"GVMAG"	"SC3"	"MGVL25"	66.19	205256	85	14524	22782	19	"Marine"	"high"	"low"	"medium"	"Other"
2194	"GVMAG-S-ERX556028-89"	"GVMAG"	"SC9"	"MGVL40"	32.14	149039	83	7781	14974	19	"Marine"	"low"	"low"	"low"	"Other"
1455	"GVMAG-S-ERX556030-34"	"GVMAG"	"SC3"	"Prasinoviruses"	41.27	279351	94	21831	43154	19	"Marine"	"high"	"high"	"low"	"Other"
601	"GVMAG-S-ERX556031-46"	"GVMAG"	"SC9"	"MGVL47"	28.26	441228	93	236322	236322	22	"Marine"	"high"	"medium"	"medium"	"Other"
1929	"GVMAG-S-ERX556031-55"	"GVMAG"	"SC9"	"MGVL39"	35.02	202009	94	10484	24408	20	"Marine"	"medium"	"low"	"medium"	"Other"
1620	"GVMAG-S-ERX556032-80"	"GVMAG"	"SC10"	"MGVL60"	32.58	248511	91	10096	16258	29	"Marine"	"high"	"low"	"medium"	"Other"
1630	"GVMAG-S-ERX556032-86"	"GVMAG"	"SC9"	"MGVL38"	27.56	246455	93	18370	32405	18	"Marine"	"medium"	"low"	"medium"	"Other"
2289	"GVMAG-S-ERX556034-54"	"GVMAG"	"SC3"	"Prasinoviruses"	39.47	69529	91	21612	31495	3	"Marine"	"medium"	"low"	"low"	"Other"
1615	"GVMAG-S-ERX556037-58"	"GVMAG"	"SC9"	"MGVL47"	42.51	249316	89	10110	20646	25	"Marine"	"high"	"low"	"medium"	"Other"
129	"GVMAG-S-ERX556043-36"	"GVMAG"	"SC5"	"MGVL30"	24.36	786875	90	17630	55930	51	"Marine"	"high"	"medium"	"low"	"Other"
179	"GVMAG-S-ERX556045-52"	"GVMAG"	"SC9"	"MGVL39"	31.15	649012	90	30888	78923	27	"Marine"	"high"	"high"	"low"	"Other"
1133	"GVMAG-S-ERX556045-64"	"GVMAG"	"SC9"	"MGVL55"	31.69	334741	86	10021	23829	35	"Marine"	"high"	"low"	"medium"	"Other"
776	"GVMAG-S-ERX556045-73"	"GVMAG"	"SC9"	"MGVL41"	33.12	404567	91	25355	76833	21	"Marine"	"high"	"low"	"high"	"Other"
1808	"GVMAG-S-ERX556045-90"	"GVMAG"	"SC10"	"MGVL65"	24.62	217306	92	9830	34643	20	"Marine"	"high"	"low"	"high"	"Other"
1902	"GVMAG-S-ERX556045-99"	"GVMAG"	"SC2"	"Iridoviruses"	39.97	205790	91	24576	38231	10	"Marine"	"high"	"low"	"high"	"Other"
2072	"GVMAG-S-ERX556046-16"	"GVMAG"	"SC3"	"Prasinoviruses"	38.77	178352	92	7677	20505	22	"Marine"	"medium"	"medium"	"medium"	"Other"
424	"GVMAG-S-ERX556049-19"	"GVMAG"	"SC9"	"MGVL57"	27.74	487021	93	74114	96811	9	"Marine"	"high"	"low"	"high"	"Other"
2176	"GVMAG-S-ERX556049-26"	"GVMAG"	"SC2"	"MGVL23"	28.7	153269	92	10700	22939	15	"Marine"	"medium"	"low"	"medium"	"Other"
2056	"GVMAG-S-ERX556052-48"	"GVMAG"	"SC9"	"MGVL57"	27.93	182216	89	7946	17257	24	"Marine"	"medium"	"medium"	"medium"	"Other"
258	"GVMAG-S-ERX556054-45"	"GVMAG"	"SC9"	"MGVL57"	27.84	558777	90	32196	51367	26	"Marine"	"high"	"low"	"high"	"Other"
192	"GVMAG-S-ERX556058-31"	"GVMAG"	"SC10"	"MGVL58"	29.75	629047	86	13524	105126	50	"Marine"	"high"	"medium"	"medium"	"Other"
1900	"GVMAG-S-ERX556059-82"	"GVMAG"	"SC3"	"Prasinoviruses"	41.44	205797	93	121005	121005	9	"Marine"	"high"	"medium"	"medium"	"Other"
2010	"GVMAG-S-ERX556060-80"	"GVMAG"	"SC9"	"Prymnesioviruses"	23.9	189934	89	26041	47671	8	"Marine"	"high"	"low"	"high"	"Other"
1492	"GVMAG-S-ERX556063-31"	"GVMAG"	"SC3"	"Coccolithoviruses"	31.53	272048	89	9427	16962	32	"Marine"	"medium"	"low"	"medium"	"Other"
983	"GVMAG-S-ERX556063-42"	"GVMAG"	"SC10"	"MGVL65"	30.57	362148	94	47240	105915	10	"Marine"	"high"	"low"	"high"	"Other"
1509	"GVMAG-S-ERX556063-48"	"GVMAG"	"SC10"	"MGVL65"	27.66	269379	94	32257	50082	11	"Marine"	"high"	"low"	"high"	"Other"
2161	"GVMAG-S-ERX556068-53"	"GVMAG"	"SC10"	"MGVL66"	29.25	157486	88	8277	19634	18	"Marine"	"medium"	"low"	"medium"	"Other"
1997	"GVMAG-S-ERX556068-66"	"GVMAG"	"SC9"	"MGVL39"	32.5	192294	92	15459	25792	15	"Marine"	"medium"	"low"	"medium"	"Other"
2053	"GVMAG-S-ERX556075-50"	"GVMAG"	"SC10"	"Aureococcusviruses"	32.09	183188	88	11871	18956	17	"Marine"	"medium"	"low"	"medium"	"Other"
1669	"GVMAG-S-ERX556087-13"	"GVMAG"	"SC3"	"Prasinoviruses"	34.55	240687	93	14237	27975	19	"Marine"	"medium"	"medium"	"medium"	"Other"
568	"GVMAG-S-ERX556088-21"	"GVMAG"	"SC9"	"MGVL41"	33.88	448581	92	27078	90402	19	"Marine"	"high"	"low"	"high"	"Other"
1023	"GVMAG-S-ERX556091-19"	"GVMAG"	"SC10"	"MGVL62"	19.22	353618	91	12319	22394	32	"Marine"	"high"	"low"	"medium"	"Other"
1305	"GVMAG-S-ERX556096-11"	"GVMAG"	"SC10"	"Aureococcusviruses"	29.53	305556	90	22412	43693	17	"Marine"	"medium"	"low"	"medium"	"Other"
1891	"GVMAG-S-ERX556098-98"	"GVMAG"	"SC10"	"MGVL66"	36.91	207048	88	10661	15863	22	"Marine"	"medium"	"low"	"medium"	"Other"
1108	"GVMAG-S-ERX556101-77"	"GVMAG"	"SC9"	"OLPV"	33.02	339022	91	13487	36801	27	"Marine"	"high"	"low"	"high"	"Other"
1568	"GVMAG-S-ERX556101-89"	"GVMAG"	"SC3"	"Raphidoviruses"	39.66	259977	93	183066	183066	3	"Marine"	"high"	"low"	"high"	"Other"
744	"GVMAG-S-ERX556106-33"	"GVMAG"	"SC3"	"Coccolithoviruses"	32.51	413205	87	16008	33673	32	"Marine"	"medium"	"low"	"medium"	"Other"
551	"GVMAG-S-ERX556106-38"	"GVMAG"	"SC9"	"MGVL50"	35.17	454699	90	92401	188797	6	"Marine"	"high"	"low"	"high"	"Other"
2279	"GVMAG-S-ERX556109-29"	"GVMAG"	"SC10"	"Tetraselmisviruses"	30.11	86143	85	5986	8687	14	"Marine"	"low"	"low"	"low"	"Other"
2107	"GVMAG-S-ERX556109-35"	"GVMAG"	"SC3"	"Prasinoviruses"	41.08	170958	93	12162	32070	17	"Marine"	"high"	"medium"	"medium"	"Other"
2045	"GVMAG-S-ERX556112-23"	"GVMAG"	"SC9"	"OLPV"	26.68	184523	87	7147	16971	25	"Marine"	"medium"	"low"	"medium"	"Other"
773	"GVMAG-S-ERX556119-27"	"GVMAG"	"SC10"	"Tetraselmisviruses"	39.26	405552	91	17097	36920	27	"Marine"	"medium"	"low"	"medium"	"Other"
2200	"GVMAG-S-ERX556121-75"	"GVMAG"	"SC9"	"MGVL47"	32.97	146789	91	8273	11815	19	"Marine"	"low"	"low"	"low"	"Other"
1147	"GVMAG-S-ERX556121-86"	"GVMAG"	"SC3"	"Prasinoviruses"	37.92	332145	92	27732	82702	14	"Marine"	"high"	"medium"	"medium"	"Other"
1756	"GVMAG-S-ERX556125-36"	"GVMAG"	"SC3"	"Prasinoviruses"	39.45	226982	92	13731	28933	20	"Marine"	"high"	"medium"	"medium"	"Other"
1646	"GVMAG-S-ERX556126-104"	"GVMAG"	"SC3"	"Phaeoviruses"	41.52	244199	89	16179	37139	18	"Marine"	"medium"	"low"	"medium"	"Other"
1139	"GVMAG-S-ERX556126-61"	"GVMAG"	"SC9"	"Prymnesioviruses"	22.88	333628	87	8770	14417	40	"Marine"	"high"	"low"	"low"	"Other"
405	"GVMAG-S-ERX556126-77"	"GVMAG"	"SC9"	"MGVL47"	33.61	491002	90	34763	54023	20	"Marine"	"high"	"low"	"high"	"Other"
1430	"GVMAG-S-ERX556126-91"	"GVMAG"	"SC10"	"MGVL65"	25.58	282722	90	17059	36346	22	"Marine"	"medium"	"low"	"medium"	"Other"
939	"GVMAG-S-ERX556126-94"	"GVMAG"	"SC10"	"MGVL66"	30.3	372321	92	195715	195715	4	"Marine"	"high"	"low"	"high"	"Other"
1183	"GVMAG-S-ERX556126-98"	"GVMAG"	"SC10"	"MGVL66"	25.73	326038	91	33773	56375	12	"Marine"	"high"	"low"	"high"	"Other"
804	"GVMAG-S-ERX556127-47"	"GVMAG"	"SC9"	"MGVL40"	31.31	399976	91	31920	56630	17	"Marine"	"high"	"low"	"high"	"Other"
716	"GVMAG-S-ERX556133-39"	"GVMAG"	"SC9"	"Prymnesioviruses"	21.82	417432	89	43841	66853	15	"Marine"	"high"	"low"	"high"	"Other"
1738	"GVMAG-S-ERX556133-45"	"GVMAG"	"SC10"	"MGVL67"	31.76	229262	87	7731	14098	29	"Marine"	"medium"	"low"	"low"	"Other"
17	"Harvfovirus (Harv)"	"pGVMAG"	"SC6"	"Klosneuviruses"	36	1553620	87	23970	96144	89		"high"	"low"	"low"	"Harvard Forest FACs"
2037	"Heliothis virescens ascovirus 3e NC009233 (Asc5)"	"Isolate"	"SC2"	"Ascoviruses"	45.87	186262	86	186262	186262	1		"high"	"low"	"high"	"Other"
1962	"Heliothis virescens ascovirus 3f KJ755191 (Asc2)"	"Isolate"	"SC2"	"Ascoviruses"	46	198157	85	198157	198157	1		"high"	"low"	"high"	"Other"
1948	"Heliothis virescens ascovirus 3g JX491653 (Asc3)"	"Isolate"	"SC2"	"Ascoviruses"	45.85	199721	86	199721	199721	1		"high"	"low"	"high"	"Other"
1478	"Heterosigma akashiwo virus 01, NC_038553 (Heak)"	"Isolate"	"SC3"	"Raphidoviruses"	30.37	274793	86	274793	274793	1		"high"	"low"	"high"	"Other"
59	"Hirudovirus Sangsue KF493731 (Hist)"	"Isolate"	"SC6"	"Megamimiviruses"	27.99	1181042	89	1181042	1181042	1		"high"	"low"	"high"	"Other"
27	"Hokovirus (Hoko)"	"pGVMAG"	"SC6"	"Klosneuviruses"	21.42	1326235	87	407935	450697	5		"high"	"medium"	"medium"	"Other"
541	"Homavirus (Homa)"	"pGVMAG"	"SC6"	"Klosneuviruses"	29.09	456650	87	11209	36748	51		"medium"	"low"	"low"	"Harvard Forest FACs"
2	"Hyperionvirus (Hype)"	"pGVMAG"	"SC6"	"Klosneuviruses"	37.4	2377404	85	69817	194071	54		"high"	"medium"	"low"	"Harvard Forest FACs"
102	"Indivirus (Indi)"	"pGVMAG"	"SC6"	"Klosneuviruses"	26.61	861511	87	121242	267262	18		"high"	"low"	"high"	"Other"
1855	"Invertebrate iridescent virus 6 NC003038 (Inr1)"	"Isolate"	"SC2"	"Iridoviruses"	28.63	212482	88	212482	212482	1		"high"	"medium"	"medium"	"Other"
1967	"Invertebrate iridovirus 22 NC021901 (Inr2)"	"Isolate"	"SC2"	"Iridoviruses"	28.05	197693	87	197693	197693	1		"high"	"low"	"high"	"Other"
1911	"Invertebrate iridovirus 25 NC023613 (Inr4)"	"Isolate"	"SC2"	"Iridoviruses"	30.32	204815	89	204815	204815	1		"high"	"low"	"high"	"Other"
1958	"Invertebrate iridovirus 30 NC023611 (Inr5)"	"Isolate"	"SC2"	"Iridoviruses"	28.11	198533	89	198533	198533	1		"high"	"low"	"high"	"Other"
1037	"Kaumoebavirus isolate Sc (Kaum)"	"Isolate"	"SC1"	"Kaumoebaviruses"	43.7	350731	90	350731	350731	1		"high"	"medium"	"medium"	"Other"
16	"Klosneuvirus (Klos)"	"pGVMAG"	"SC6"	"Klosneuviruses"	28.63	1573084	89	297613	451653	16		"high"	"medium"	"medium"	"Other"
1060	"Lausannevirus NC015326 (Laus)"	"Isolate"	"SC2"	"Marseilleviruses"	42.9	346754	93	346754	346754	1		"high"	"low"	"high"	"Other"
2183	"Lumpy skin disease virus NI-2490 isolate Neethling 2490, AF325528 (Poxj)"	"Isolate"	"SC0"	"Poxviruses"	25.91	150773	95	150773	150773	1		"high"	"low"	"high"	"Other"
958	"Marseillevirus marseillevirus t19 NC013756 (Mama)"	"Isolate"	"SC2"	"Marseilleviruses"	44.73	368454	92	368454	368454	1		"high"	"low"	"high"	"Other"
48	"Megavirus avenue9 LN867403 (Meav)"	"Isolate"	"SC6"	"Megamimiviruses"	25.2	1214278	88	1214278	1214278	1		"high"	"medium"	"medium"	"Other"
44	"Megavirus battle43 LN868256 (Meba)"	"Isolate"	"SC6"	"Megamimiviruses"	25.29	1226044	90	1226044	1226044	1		"high"	"medium"	"medium"	"Other"
43	"Megavirus bus LN868539 (Mebu)"	"Isolate"	"SC6"	"Megamimiviruses"	25.46	1229128	67	1229128	1229128	1		"high"	"low"	"high"	"Other"
33	"Megavirus chiliensis NC016072 (Mech)"	"Isolate"	"SC6"	"Megamimiviruses"	25.23	1259197	90	1259197	1259197	1		"high"	"medium"	"medium"	"Other"
36	"Megavirus courdo11 JX975216 (Meco)"	"Isolate"	"SC6"	"Megamimiviruses"	25.3	1246126	88	1246126	1246126	1		"high"	"medium"	"medium"	"Other"
42	"Megavirus lba JX885207 (Meg1)"	"Isolate"	"SC6"	"Megamimiviruses"	25.29	1230522	89	1230522	1230522	1		"high"	"medium"	"medium"	"Other"
38	"Megavirus montpellier3 LN868518 (Memo)"	"Isolate"	"SC6"	"Megamimiviruses"	25.31	1242698	87	1242698	1242698	1		"high"	"high"	"low"	"Other"
34	"Megavirus shan LN868520 (Mesh)"	"Isolate"	"SC6"	"Megamimiviruses"	25.25	1258603	90	1258603	1258603	1		"high"	"medium"	"medium"	"Other"
47	"Megavirus T1 LN868526 (Met1)"	"Isolate"	"SC6"	"Megamimiviruses"	25.39	1216769	91	1216769	1216769	1		"high"	"medium"	"medium"	"Other"
87	"Megavirus T4 LN869537 (Met4)"	"Isolate"	"SC6"	"Megamimiviruses"	25.16	970404	91	970404	970404	1		"high"	"medium"	"medium"	"Other"
37	"Megavirus terra1 NC023640 (Megt)"	"Isolate"	"SC6"	"Megamimiviruses"	25.26	1244621	77	1244621	1244621	1		"high"	"medium"	"medium"	"Other"
39	"Megavirus vitis isolate vigne MG807319 (Mvit)"	"Isolate"	"SC6"	"Megamimiviruses"	25.23	1242360	89	1242360	1242360	1		"high"	"medium"	"medium"	"Other"
1700	"Melanoplus sanguinipes entomopoxvirus, AF063866 (Poxf)"	"Isolate"	"SC0"	"Poxviruses"	18.27	236120	88	236120	236120	1		"high"	"low"	"high"	"Other"
954	"Melbournevirus NC025412 (Me06)"	"Isolate"	"SC2"	"Marseilleviruses"	44.72	369360	93	369360	369360	1		"high"	"low"	"high"	"Other"
2049	"Micromonas sp. rcc1109 virus mpv1 NC014767 (Micr)"	"Isolate"	"SC3"	"Prasinoviruses"	40.85	184095	94	184095	184095	1		"high"	"low"	"high"	"Other"
60	"Mimivirus amazonia LN867402 (Amaz)"	"Isolate"	"SC6"	"Megamimiviruses"	27.95	1179120	89	1179120	1179120	1		"high"	"low"	"high"	"Other"
55	"Mimivirus Bombay 1 KU761889 (Mibo)"	"Isolate"	"SC6"	"Megamimiviruses"	27.94	1182200	88	1182200	1182200	1		"high"	"low"	"high"	"Other"
56	"Mimivirus Bombay isolate 1 KU761889 (Bomb)"	"Isolate"	"SC6"	"Megamimiviruses"	27.94	1182200	88	1182200	1182200	1		"high"	"low"	"high"	"Other"
67	"Mimivirus longchamps LN871173 (Milo)"	"Isolate"	"SC6"	"Megamimiviruses"	28.24	1104869	68	1104869	1104869	1		"medium"	"medium"	"medium"	"Other"
63	"Mimivirus pointerouge1 LN871174 (Prog)"	"Isolate"	"SC6"	"Megamimiviruses"	27.91	1150884	78	1150884	1150884	1		"high"	"low"	"high"	"Other"
62	"Mimivirus terra2 NC023639 (Mite)"	"Isolate"	"SC6"	"Megamimiviruses"	27.94	1168989	89	1168989	1168989	1		"high"	"low"	"high"	"Other"
176	"Mollivirus sibericum p1084t NC027867 (Mosi)"	"Isolate"	"SC3"	"Molliviruses"	60.11	651523	83	651523	651523	1		"high"	"low"	"high"	"Other"
2008	"Molluscum contagiosum virus subtype 1, U60315 (Poxp)"	"Isolate"	"SC0"	"Poxviruses"	63.36	190289	78	190289	190289	1		"high"	"low"	"high"	"Other"
1973	"Monkeypox virus strain Zaire-96-I-16, AF380138 (Poxw)"	"Isolate"	"SC0"	"Poxviruses"	33.09	196858	87	196858	196858	1		"high"	"low"	"high"	"Other"
80	"Moumouvirus goulette KC008572 (Mogo)"	"Isolate"	"SC6"	"Megamimiviruses"	24.72	1016844	90	1016844	1016844	1		"high"	"medium"	"medium"	"Other"
81	"Moumouvirus Monve (Momo)"	"Isolate"	"SC6"	"Megamimiviruses"	24.81	1015033	88	294887	345413	8		"high"	"medium"	"medium"	"Other"
1917	"Murmansk poxvirus strain LEIV-11411, MF001304 (Poat)"	"Isolate"	"SC0"	"Poxviruses"	29.79	204055	94	204055	204055	1		"high"	"low"	"high"	"Other"
1443	"Mythimna separata entomopoxvirus 'L', HF679134 (Poxc)"	"Isolate"	"SC0"	"Poxviruses"	19.69	281182	88	281182	281182	1		"high"	"low"	"high"	"Other"
2151	"Myxoma virus strain Lausanne, AF170726 (Poxq)"	"Isolate"	"SC0"	"Poxviruses"	43.56	161773	95	161773	161773	1		"high"	"low"	"high"	"Other"
1299	"Namao virus, MG745875 (Nama)"	"Isolate"	"SC6"	"Namaoviruses"	35.6	306448	93	196539	196539	2		"high"	"low"	"high"	"Other"
31	"Niemeyer virus KT599914 (Nivi)"	"Isolate"	"SC6"	"Megamimiviruses"	27.89	1299140	89	1299140	1299140	1		"high"	"medium"	"medium"	"Other"
2009	"Nile crocodilepox virus, DQ356948 (Poaa)"	"Isolate"	"SC0"	"Poxviruses"	61.92	190054	83	190054	190054	1		"high"	"low"	"high"	"Other"
259	"NODE_1038_length_43449_cov_4.496751"					558675									"Harvard Forest Filters"
1417	"NODE_105_length_175530_cov_5.976447"					283971									"Harvard Forest Filters"
1415	"NODE_13_length_285026_cov_8.358107"					285026									"Harvard Forest Filters"
1281	"NODE_212_length_63739_cov_6.708545"					308673									"Harvard Forest Filters"
969	"NODE_3322_length_24667_cov_3.613928"					365464									"Harvard Forest Filters"
337	"NODE_379_length_69573_cov_7.341494"					519688									"Harvard Forest Filters"
12	"NODE_4_length_206523_cov_7.396308"					1739863									"Harvard Forest Filters"
603	"NODE_443_length_45577_cov_4.599666"					440999									"Harvard Forest Filters"
2187	"NODE_5066_length_18471_cov_3.457320"					149981									"Harvard Forest Filters"
236	"NODE_6476_length_15675_cov_3.265429"					575694									"Harvard Forest Filters"
1093	"NODE_795_length_49550_cov_5.527831"					340904									"Harvard Forest Filters"
1898	"NODE_944_length_52584_cov_5.950275"					206237									"Harvard Forest Filters"
914	"Noumeavirus NMV1 NC033775 (Noum)"	"Isolate"	"SC2"	"Marseilleviruses"	42.88	376207	92	376207	376207	1		"high"	"low"	"high"	"Other"
1941	"NY_014 poxvirus strain 2013, MF001305 (Poas)"	"Isolate"	"SC0"	"Poxviruses"	29.52	200223	92	200223	200223	1		"high"	"low"	"high"	"Other"
1975	"O. lucimarinus virus 2 olv2 NC028091 (Os07)"	"Isolate"	"SC3"	"Prasinoviruses"	41.23	196300	93	196300	196300	1		"high"	"low"	"high"	"Other"
2055	"O. lucimarinus virus 7 olv7 NC028093 (Os09)"	"Isolate"	"SC3"	"Prasinoviruses"	40.99	182309	93	182309	182309	1		"high"	"low"	"high"	"Other"
1986	"O. lucimarinus virus olv1 NC 014766 (Os01)"	"Isolate"	"SC3"	"Prasinoviruses"	40.9	194022	93	194022	194022	1		"high"	"low"	"high"	"Other"
2034	"O. lucimarinus virus OlV5 HQ632827 (Os08)"	"Isolate"	"SC3"	"Prasinoviruses"	41.55	186468	92	186468	186468	1		"high"	"medium"	"medium"	"Other"
1990	"O. mediterraneus virus 1 omv1 NC0298092 (Osme)"	"Isolate"	"SC3"	"Prasinoviruses"	44.62	193301	94	193301	193301	1		"high"	"low"	"high"	"Other"
